津波id,津波名,津波名(英語),文献id,文献名,文献名(英語),痕跡id,文献時代_市町村名,文献記載_地名,文献記載_かな,ひらがな・カナ,登録時_都道府県,登録時_市町村名,市町村名確認年月日,地点位置詳細情報,地名変遷等,地名_備考_仮位置,測地系,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,住所地番情報_信頼度,地図等情報_信頼度,測定対象物,証言等,津波堆積物_層厚,津波堆積物_出典,文献記載_測定基準面,文献記載_測定基準_信頼度,地盤変位z,最大波,文献記載_痕跡高_下限,文献記載_痕跡高_上限,文献記載_史料記載値,文献記載_痕跡パターン,文献記載_高さ定義_信頼度,文献記載の痕跡高さ備考,tp_基準面補正方法,tp_痕跡高_下限,tp_痕跡高_上限,tp_痕跡パターン,測定方法,測定方法_その他,痕跡信頼度,判定理由,信頼度判定者,文献,雑誌,参照頁等,引用史料,原資料所在,文献信頼度,文献信頼度―備考,史料集名等,記載内容及び図表,原文備考,検潮所名
"0021","1707宝永地震津波","1707 Hoei","221","伊勢湾における津波の特性","","160","那智勝浦町","勝浦","Katsuura","かつうら","和歌山県","那智勝浦町","2014年現在","","","和歌山県東牟婁郡那智勝浦町（紀伊勝浦駅）","新測地系","33","37","41.066","135","56","30.509","○","△","","","","","","△","","","6.00","6.00","","浸水高","△","","","","","記載なし","","","Z","文献はカタログ類のため”Z”と判定（2014/02/22）","都司・松岡","伊勢湾における津波の特性","","p.18-19 1707年10月28日の宝永津波@@p.28-29 表2 場所別津波の高さ（m）","","","","カタログであるため、ここでは信頼度を判定しない。","","","",""
"0021","1707宝永地震津波","1707 Hoei","221","伊勢湾における津波の特性","","162","那智勝浦町","浦神","Uragami","うらがみ","和歌山県","那智勝浦町","2014年現在","","","★紀伊浦神駅に登録","新測地系","33","33","37.300","135","53","37.800","○","△","","","","","","△","","","3.00","3.00","","浸水高","△","","","","","記載なし","","","Z","文献はカタログ類のため”Z”と判定（2014/02/22）","都司・松岡","伊勢湾における津波の特性","","p.18-19 1707年10月28日の宝永津波@@p.28-29 表2 場所別津波の高さ（m）","","","","カタログであるため、ここでは信頼度を判定しない。","","","",""
"0021","1707宝永地震津波","1707 Hoei","221","伊勢湾における津波の特性","","164","古座町","古座","Koza","こざ","和歌山県","串本町","2014年現在","※羽鳥1974を参照し登録","","和歌山県串本町古座川河口部","新測地系","33","30","52.800","135","49","26.300","○","△","","","","","","△","","","7.00","7.00","","浸水高","△","","","","","記載なし","その他","羽鳥1974？","Z","文献はカタログ類のため”Z”と判定（2014/02/22）","都司・松岡","伊勢湾における津波の特性","","p.18-19 1707年10月28日の宝永津波@@p.28-29 表2 場所別津波の高さ（m）","","","","カタログであり、また羽鳥1974の引用であると考えられるため、ここでは信頼度を判定しない。","","","",""
"0021","1707宝永地震津波","1707 Hoei","221","伊勢湾における津波の特性","","168","熊野市","熊野","Kumano","くまの","三重県","熊野市","2014年現在","","","☆熊野駅に登録","新測地系","33","53","23.046","136","5","56.036","○","△","","","","","","△","","","5.00","10.00","","浸水高","△","","","","","記載なし","","","Z","カタログ類であるため"Z"と判定（2014/02/22）","都司・松岡","伊勢湾における津波の特性","","p.18-19 1707年10月28日の宝永津波","","","","カタログであるため、ここでは信頼度を判定しない。","","","",""
"0021","1707宝永地震津波","1707 Hoei","250","明応七年・宝永四年・嘉永七年地震資料（清水市関係）","Historical Materials of Earthquakes that Hit Shimizu City in 1498, 1707, and 1854","248","清水市","向島","mukojima","むこうじま","静岡県","静岡市","2012年現在","","2003.04.01","静岡県静岡市清水向島","新測地系","35","0","25.000","138","29","36.000","○","○","向島の地形陥没","「清水町記録」　元文五年（1740）","","","－","△","沈降60～210","","0.00","0.00","","記載なし","△","","","0.00","0.00","","","","Z","地形の陥没についての記録で津波の値ではないため"Z"と判定（2011/12/13）","都司・松岡","明応七年・宝永四年・嘉永七年地震資料（清水関係","","p.9","「清水町記録」　元文五年（1740）","","◎","","清水市→現静岡市蔵","","｢宝永四年に大地震があり､向島の地形は二尺から三尺(60~90㎝)､あるいは五尺から七尺(150~210㎝)が陥没した｡｣",""
"0021","1707宝永地震津波","1707 Hoei","250","明応七年・宝永四年・嘉永七年地震資料（清水市関係）","Historical Materials of Earthquakes that Hit Shimizu City in 1498, 1707, and 1854","250","清水市","吹合","fukiai","ふきあい","静岡県","静岡市","2012年現在","","2003.04.01","静岡県静岡市清水区（吹合岬）","新測地系","35","0","38.000","138","31","49.000","○","○","","「村内用事覚」","","","－","△","沈降","","0.00","0.00","","記載なし","△","","","0.00","0.00","","","","Z","地形の沈降についての記録で津波の値ではないため"Z"と判定（2011/12/13）","都司・松岡","明応七年・宝永四年・嘉永七年地震資料（清水関係","","p.12","「村内用事覚」","遠藤邦夫氏所蔵","○","","清水市→現静岡市　三保　遠藤邦夫氏","","｢"吹合"から"真崎"にかけては陥没(ゆり込)し､"真崎"は松も繁っていたが､三尺から四尺(90~120㎝)廻りの松が､高さ一丈(約3m)の余も海中に沈み､松の先端だけが見える光景となった｡"吹合"から"江沢蔵"までは土地が低くなったけれども海にはならなかった｡｣",""
"0021","1707宝永地震津波","1707 Hoei","250","明応七年・宝永四年・嘉永七年地震資料（清水市関係）","Historical Materials of Earthquakes that Hit Shimizu City in 1498, 1707, and 1854","252","清水市","江沢蔵","esawakura","えさわくら","静岡県","静岡市","2012年現在","","2003.04.01","静岡県静岡市清水区（清水駅）","新測地系","35","1","23.794","138","29","19.957","○","○","","「村内用事覚」","","","－","△","沈降（"吹合"から"江沢蔵"まで土地が低くなった記載）","","0.00","0.00","","記載なし","△",""吹合"から"江沢蔵"までは土地が低くなったけれども海にはならなかった｡","","0.00","0.00","","","","Z","地形の沈降についての記録で津波の値ではないため"Z"と判定（2011/12/13）","都司・松岡","明応七年・宝永四年・嘉永七年地震資料（清水関係","","p.12","「村内用事覚」","遠藤邦夫氏所蔵","○","","清水市→現静岡市　三保　遠藤邦夫氏","","｢"吹合"から"真崎"にかけては陥没(ゆり込)し､"真崎"は松も繁っていたが､三尺から四尺(90~120㎝)廻りの松が､高さ一丈(約3m)の余も海中に沈み､松の先端だけが見える光景となった｡"吹合"から"江沢蔵"までは土地が低くなったけれども海にはならなかった｡｣",""
"0021","1707宝永地震津波","1707 Hoei","250","明応七年・宝永四年・嘉永七年地震資料（清水市関係）","Historical Materials of Earthquakes that Hit Shimizu City in 1498, 1707, and 1854","254","清水市","真崎","masaki","まさき","静岡県","静岡市","2012年現在","","2003.04.01","静岡県静岡市清水区（真崎）","新測地系","35","1","13.232","138","30","57.146","○","○","松1丈余海中に沈む","「村内用事覚」","","","－","△","沈降300","","0.00","0.00","","記載なし","△","","","0.00","0.00","","","","Z","地形の沈降についての記録で津波の値ではないため"Z"と判定（2011/12/13）","都司・松岡","明応七年・宝永四年・嘉永七年地震資料（清水関係","","p.12","「村内用事覚」","遠藤邦夫氏所蔵","△","","清水市→現静岡市　三保　遠藤邦夫氏","","｢"吹合"から"真崎"にかけては陥没(ゆり込)し､"真崎"は松も繁っていたが､三尺から四尺(90~120㎝)廻りの松が､高さ一丈(約3m)の余も海中に沈み､松の先端だけが見える光景となった｡"吹合"から"江沢蔵"までは土地が低くなったけれども海にはならなかった｡｣",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","258","須崎市","須崎","susaki","すさき","高知県","須崎市","2008.8.25","半山川筋（新荘川）の下郷の中の天神、多ノ郷の加茂宮、吾井ノ郷の為貞、土崎、押岡、神田、池の内村","","下郷、多ノ郷、押岡、神田池の内は今も残る地名。多ノ郷甲の賀茂神社付近の緯度・経度を入力","新測地系","33","24","42.000","133","16","39.000","○","○","池ノ内、多ノ郷に1946年津波が浸入したこと","","","","","△","","","5.00","6.00","","浸水高","○","1946年地震における池ノ内、多ノ郷の津波の高さ３ｍ、宝永津波と浸水域の広がりに大差ないことから須崎一円の高さを推定","","","","記載なし","古文書","","B","到達地点として"賀茂神社"を位置設定とし"B"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ293（ｐ425）","谷陵記（須崎町誌）","","◎","羽鳥は文献中で「須崎町誌」の記事を引用しているが、地震史料集を確認したところ、「谷陵記」で同じ記載を発見。「須崎町誌」は未確認だが、おそらく「谷陵記」を引用したものだと考えられ、ここでは引用史料として「谷陵記」を採用する。「須崎町誌」であれば文献信頼度○だが、「谷陵記」であれば文献信頼度は◎である。","『大日本地震史料　第二巻』p115（高知県、1949年）","「潮は半山川筋（新荘川）は下郷の中、天神の上四、五丁の所に及び、多ノ郷は加茂宮の前、吾井の郷は為貞といふ所まで、侵入せり、これは何れも川に沿ひて侵入せしなり。土崎は在家の悉く流失し、押岡、神田は之に次ぎて人家の流失あり、池ノ内村は在家被害なく、須崎は死者四百余人」","",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","262","宇佐市","宇佐","usa","うさ","高知県","土佐市宇佐町","2008.8.25","橋田、宇佐坂の麓、福島、井尻、竜の青竜寺","","橋田付近の緯度・経度を入力","新測地系","33","27","13.000","133","27","10.000","○","○","津波が橋田の奥、宇佐坂の麓に到達し山上の家一軒残る、また井尻は亡所、竜では青竜寺の客殿のみ残る。","","","","","△","","","8.00","10.00","","浸水高","○","安政地震より上回ったという予想、1946年津波の浸水域よりの推定。8m（局地的には10m近く）","","","","記載なし","古文書","","C","浸水あるも到達地点は確認できず"橋田付近"を位置設定とし"C"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ297（ｐ429）","谷陵記（南海大震災誌）","","◎","","『大日本地震史料　第二巻』p108（高知県、1949年）","「潮は橋田の奥、宇佐坂の麓迄来り、僅かに山上の家一軒残る。溺死約四百人、福島溺死百余人」","",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","266","高知市","浦戸","urado","うらど","高知県","高知市","2008.8.25","浦戸、勝浦浜（桂浜）、長浜の雪溪寺","","長浜・雪蹊寺（四国霊場33番札所）","新測地系","33","30","1.000","133","32","29.000","○","○","浦戸の山まで津波到達、桂浜流失、長浜の雪溪寺の院内まで津波到達。","","","","TP?（浦戸町内の現在の水準点1.6mを元に推定値を出している）","○","","","5.00","6.00","","浸水高","○","","","5.00","6.00","浸水高","古文書","","C","到達地点として"雪溪寺"を位置設定とするが被害状況と浦戸町内の現在の水準点からの推定のため"C"と判定（2011/12/05）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ297（ｐ429）～ｐ299（ｐ431）","谷陵記","","◎","論文中の文章は、御畳瀬（史料では「御曼瀬」）・長浜の記事を引用したものである。","『大日本地震史料　第二巻』p108","「浦戸亡所、潮は山迄、但家は三ヶ一、家具ばかり残る。勝浦浜（桂浜）も亡所。」長浜では「潮は雪溪寺の院内迄」","出典不明。武者金吉『日本地震史料』（1951、毎日新聞社）掲載か。",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","270","香南市","岸本","kishimoto","きしもと","高知県","香南市","2008.8.25","岸本、赤岡、下夜須、横浜知切、大宮の庭","","夜須大宮八幡宮付近","新測地系","33","32","41.000","133","45","39.000","○","○","岸本は亡所、津波が山まで到達、赤岡も流失家屋１／３、下夜須も「大宮の庭」まで津波到達","","","","TP?(安政の高さを水準点から推定しており、宝永は「安政よりやや上回り」としているため）","△","","","5.00","6.00","","浸水高","○","史料から安政津波よりやや高いと判断","","5.00","6.00","浸水高","古文書","","B","到達地点として"夜須大宮八幡宮"を位置設定とし"B"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ300（ｐ432）","谷陵記","","◎","","『大日本地震史料　第二巻』p106、文部省震災予防評議会、1943年、武者金吉、1951年","「岸本亡所、潮は山まで」、赤岡では「潮は在所残なし、流家は三ヶ一」、下夜須では「半亡所、横浜知切の家は悉く流る。潮は大宮の庭迄」","",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","272","東洋町","甲浦","kannoura","かんのうら","高知県","東洋町","2008.8.25","御殿、寺院三ヶ寺、水主の家、船越、白浜","","甲浦駅付近","新測地系","33","32","49.000","134","17","18.000","○","○","甲浦の山の根まで津波到達","","","","","△","","","5.00","5.00","","浸水高","○","山の根まで津波到達","","","","記載なし","古文書","","C","浸水あるも到達地点は確認できず"甲浦駅"を位置設定とし"C"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ301（ｐ433）","谷陵記","","◎","","『大日本地震史料　第二巻』p106、文部省震災予防評議会、1943年、武者金吉、1951年","「亡所、潮は山迄、御殿並びに寺院三ヶ寺、水主の家三軒残る。番所一軒屋具ばかり残る。船越という所は、潮入りけれども家流れず」白浜では「亡所、潮は在所残りなし、家は少し残る」","。",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","274","海南町","宍喰","shishikui","ししくい","徳島県","海南町","2008.8.25","願行寺、久保","","願行寺付近","新測地系","33","33","56.000","134","18","21.000","○","○","願行寺で、座上２尺まで津波到達","","","","TP?（願行寺付近の水準点3.4mから推定している）","◎","","","5.00","6.00","願行寺座上２尺","浸水高","○","","","5.00","6.00","浸水高","古文書","","B","到達地点として"願行寺"を位置設定とし"B"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ302（ｐ434）","宍喰浦旧記","","◎","","『大日本地震史料　第二巻』p206、文部省震災予防評議会、1943年、武者金吉、1951年","旧暦10月4日11時ごろから2時間ほど地震が続く。12時30分ごろから本震で家々陥没、土蔵の壁落ち、噴砂あり、川や井戸の水があふれ出した。震度は５～６．まもなく津波が町内を襲い、浦中の漁船漁具を残らず流し、宍喰・久保の家々を洗い流した。願行寺の南の畑に１１端帆の回船のし上がる。","地震史料は「宍喰浦旧記」による。",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","278","海洋町","浅川","asakawa","あさかわ","徳島県","海洋町","2008.8.25","観音山、千光寺","","千光寺付近","新測地系","33","37","24.000","134","21","36.000","○","○","","","","","","△","","","6.00","7.00","三丈ばかり","浸水高","○","","","","","記載なし","古文書","木板","B","到達地点として"千光寺"を位置設定とし"B"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ305（ｐ437）～ｐ306（ｐ438）","観音山の地蔵堂の木版の記述（津浪木額）","","◎","","『日本地震史料　第三巻別巻』p411","「（大地震が終わった後）大海ヨリ高サ丈許ノ大潮指込、浦上村カラウト坂ノ麓マデ上リ、即刻引汐ニ、浦ノ中千光寺ノ堂一字残リ有り来リ、在家一軒モ残ラズ海底へ引落シ、猶又流レ出ル老若男女百四十人余悉ク溺死シタハル。@@（　）は担当者の補足。","ｐ306（p438）「千光寺は御崎神社並びの街の奥にあり、津波が山の根まで溢れたことが理解できる。津波の高さは”三丈許”とあるが、安政津波同様6～7ｍであろう。」",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","282","牟岐町","牟岐","mugi","むぎ","徳島県","牟岐町","2008.8.25","八幡神社、杉尾神社","","杉尾神社は杉王神社の誤りか。杉王神社の緯度・経度を入力","新測地系","33","40","23.000","134","25","2.000","○","○","杉尾神社の石段の下4ｍ","","","","","△","","","6.00","6.00","牟岐では三丈余","浸水高","○","","","","","記載なし","古文書","","B","到達地点として"杉王神社"を位置設定とし"B"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ308（ｐ440）","1.日本地震史料、2.津田屋嘉右衛門の手記「地震津浪記」","","◎","","1.『大日本地震史料　第二巻』p207、『日本地震史料　第三巻別巻』p409、2.『新収日本地震史料　5-2』p1865","1「700余戸が流れ、110余人が水死、八幡神社は潮に引かれたが、またもとの場所に戻り、杉尾神社では石段の下4mのところまで潮がきた。」、2「海部あたりでは一丈余りだったが、牟岐では3丈余りだったと言い伝えがある。」","「地震津浪記」の全文は、猪井達雄「地震津波嘉永録」（1977、郷土研究発表会紀要２３、徳島県立図書館）に掲載。",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","284","美波町","由岐","yuki","ゆき","徳島県","美波町","2008.8.25","","","由岐駅付近","新測地系","33","46","33.000","134","35","31.000","○","○","由岐の両浦とも亡所となる","","","","","△","","","5.00","6.00","","浸水高","○","","","","","記載なし","古文書","","C","浸水あるも到達地点は確認できず"由岐駅"を位置設定とし"C"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ310（ｐ442）","谷陵記","","◎","","『大日本地震史料　第二巻』p105、文部省震災予防評議会、1943年、武者金吉、1951年","「由岐両浦共亡所、溺死多し」","ｐ310（ｐ442）宝永津波については「由岐両浦共亡所、溺死多し」とあるだけで（地震史料）詳しいことは判らない、恐らく、安政津波と同じような波高であったと思われる。」",""
"0021","1707宝永地震津波","1707 Hoei","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","286","海南町","鞆浦","tomoura","とものうら","徳島県","海南町","2008.8.25","","","鞆浦の集落付近","新測地系","33","35","29.000","134","21","33.000","○","○","","","","","","△","","","4.00","5.00","","浸水高","○","","","","","記載なし","古文書","津波碑","C","浸水あるも到達地点は確認できず"鞆浦の集落付近"を位置設定とし"C"と判定（2010/10/25）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445p","ｐ303（ｐ435）～ｐ305（ｐ437）","住吉神社下道路脇の記念碑（日本地震史料に集録）","","◎","","『大日本地震史料　第二巻』p206、文部省震災予防評議会、1943年、武者金吉、1951年","碑文は要約すると宝永津波の高さは3ｍ、大きな波が3ｍあったが死者はなかった、と記載","",""
"0021","1707宝永地震津波","1707 Hoei","255","静岡県沿岸における宝永・安政東海地震の津波調査","Field Investigation of the Tokai Tsunamis in 1707 and 1854 along the Shizuoka Coast.","288","下田市","下田","shimoda","しもだ","静岡県","下田市","2008現在","","","静岡県下田市、宝福寺","新測地系","34","40","46.858","138","56","22.999","○","△","宝福寺の路面の地盤高","","","","TP","○","","","5.00","6.00","","浸水高","○","文献21-45：5.0ｍ（TP）","","5.00","6.00","浸水高","古文書","宝福寺路面T.P.上2.8","B","古文書の記録（波先が宝福寺竹林まで来た）をもとに宝福寺の地盤高を測量しているが路面の地盤高の測量であり、流失家屋の被害、安政津波との比較から推定しているが到達地点が不明確のため、"B"と判定（201206/28）","都司・松岡","静岡県沿岸における宝永・安政東海地震の津波調査","地震研究所彙報，50，407-439","p.412･413･433(Table3)･434","「（八幡神社）社中秘書」","","◎","元史料は不明だが，『日本地震史料』「伊豆半島地震史料」ｐ232に宝福寺の記事が記されている．","日本地震史料，1951，p.232","宝永四年寅十月四日地震 一、家数九百拾弐軒、内八百五十七軒流失、五十五軒半潰。一、男女拾壱人流死。一、船大小九拾三艘破損いたし","p.433 Table3.の記事（筆者のまとめ）として「宝福寺（路面T.P.上2.8m）裏，竹林まで津浪来る．岡方村のこらず流失．」また、本文に「波先は宝福寺中後園竹林の際に至る,と記録されている（地震史料）．@@そしてこの付近の地盤高から,津波の高さは平均水面上3.6ｍと測定された（福富,1936）. しかし，この測定（福富，1936）の対象のものより，実際の浸水面は大幅に上回った疑いがある．
それは,流失家屋が全戸数の90％以上にも及んでいること,また「岡方迄不残家を被取,難儀仕候」ともある. （中略）旧岡方村は下田市街の山手側にあり,標高3ｍほどの地域である.この集落が被災しており,3.6ｍ程度の波高ではよほど大きな流速を考えないかぎり,かくも多数の家屋は流れだしそうにもない.恐らく安政津波の波高に近い5～6m，と考えたほうが妥当であろう．」とある。",""
"0021","1707宝永地震津波","1707 Hoei","255","静岡県沿岸における宝永・安政東海地震の津波調査","Field Investigation of the Tokai Tsunamis in 1707 and 1854 along the Shizuoka Coast.","290","湖西市","白須賀","Shirasuka","しらすか","静岡県","湖西市","2008現在","","","静岡県湖西市白須賀","新測地系","34","40","37.000","137","29","59.000","○","△","","","","","","△","","","5.00","5.00","","浸水高","○","文献21-45：10ｍ程度","","","","記載なし","","","D","図に示されているのみで、推定値の根拠が記されていないため、"D"と判定（2011/12/13）","都司・松岡","静岡県沿岸における宝永・安政東海地震の津波調査","地震研究所彙報，50，407-439","p.434","","「白須賀潮見観世音縁起」（『新収日本地震史料』第二巻p220）","○","論文には解説は全く載っていない．恐らく「白須賀潮見観世音縁起」を参照している．C1と判断する．","","","",""
"0021","1707宝永地震津波","1707 Hoei","255","静岡県沿岸における宝永・安政東海地震の津波調査","Field Investigation of the Tokai Tsunamis in 1707 and 1854 along the Shizuoka Coast.","294","土肥町","八木沢","Yagisawa","やぎさわ","静岡県","伊豆市","伊豆市（2004.04.01）","","","静岡県伊豆市八木沢、妙蔵寺","新測地系","34","53","25.224","138","46","21.749","○","△","妙蔵寺大門，境内の杉の木，海草","","","","TP","○","","","8.00","10.00","","浸水高","○","p433～434Table.3の津波高さには”8～10（ｍ）？”とある。石碑前路面T.P.上16.6@@宝永のころ海岸はいまの国道あたりで、海が広く埋立てられた。このような地形変化があっても、山門前の地盤高がそのまま浸水高とは思えない。@@被害記録のないところから、安政津波と似たような波高と思われるが、言い伝えを信じれば、8～10ｍの波高に達したかもしれない、と記載がある","","8.00","10.00","浸水高","伝承","石碑前路面T.P.上16.6","D","古文書の記録をもとに測量結果（妙蔵寺山門下の石碑前の地盤高T.P.上16.6m）と被害記録のないことの矛盾より、著者は言い伝えの津波の高さに？を付記してるため、"D"と判定（2011/12/13）","都司・松岡","静岡県沿岸における宝永・安政東海地震の津波調査","地震研究所彙報，50，407-439","p.418･433（Table3）～435","","","○","寺に伝わった口述伝承であり，一切文字化されていない．よってC1である．また大門の位置は不明．","","海岸から900mほど川をさかのぼった高台に、妙蔵寺がある。宝永津波は、この寺の大門まで来たといわれている。また、一説には、境内の杉の木に海藻がかかったとも伝えられる。","本文に「波先，妙蔵寺大門まで来る（石碑前路面T.P.上16.6m）」「一説には，境内の杉の木に海草がかゝったとも伝えられる．」とある。",""
"0021","1707宝永地震津波","1707 Hoei","255","静岡県沿岸における宝永・安政東海地震の津波調査","Field Investigation of the Tokai Tsunamis in 1707 and 1854 along the Shizuoka Coast.","298","沼津市","内浦","uchiura","うちうら","静岡県","沼津市","2008現在","","","静岡県沼津市内浦","新測地系","35","1","37.843","138","53","49.715","○","△","小島筋浜之方の家々の床上","","","","TP","○","","","5.50","6.00","床上2～3尺浸水","浸水高","○","文献21-45：2.2ｍ（TP）","","5.50","6.00","浸水高","古文書","石井医院前路面T.P.上2.2石井医院縁側面T.P.上4.0","B","古文書の記録をもとに当時津波が到達した集落付近の測量成果に基づき津波の高さが推定されいてるため、"B"と判定（2011/12/13）","都司・松岡","静岡県沿岸における宝永・安政東海地震の津波調査","地震研究所彙報，50，407-439","p.433（Table3）･434","大川文作所蔵記録","","◎","原史料には「（前略）当村も小島筋浜之方の家々へは，ゆか上二三尺四五尺程宛津浪上り申候」とある．","『大日本地震史料』第二巻p196","小島筋浜之方の家々は、ゆか上二三尺四五尺程宛津浪上り申候","本文に「三津浜の家々床上2～3尺浸水（町の中ほど，石井医院前路面T.P.上2.2m）」とある。",""
"0021","1707宝永地震津波","1707 Hoei","255","静岡県沿岸における宝永・安政東海地震の津波調査","Field Investigation of the Tokai Tsunamis in 1707 and 1854 along the Shizuoka Coast.","300","沼津市","原・吉原","hara yoshiwara","はら・よしわら","静岡県","沼津市","2008現在","","","静岡県沼津市内浦（吉原本町駅）","新測地系","35","9","38.936","138","41","22.882","○","△","原・吉原の宿々","","","","TP","○","","","4.00","4.00","","浸水高","○","p434「この地域では、4ｍ程度の波高であったらしい」","","4.00","4.00","浸水高","古文書","","X","文献信頼度が×なため、"X"と判定（2011/11/10）","都司・松岡","静岡県沿岸における宝永・安政東海地震の津波調査","地震研究所彙報，50，407-439","p.433(Table3)･434","宝永年間諸覚","","×","多くの史料に原が無事であったとあり，元史料は風聞によるもので，原・吉原が津波に襲われた事実はない．","『大日本地震史料』第二巻，p196","原・吉原の宿々高浪にとられ","元史料には以下の記載がある．「右地震故東海道の中破損夥敷，津浪打家居流，人死多く，原吉原などは宿々高浪にとられ流失（中略）さった山も崩，藤川へ押込候由」旅行者の話を又聞きしたものであろう．",""
