津波id,津波名,津波名(英語),文献id,文献名,文献名(英語),痕跡id,文献時代_市町村名,文献記載_地名,文献記載_かな,ひらがな・カナ,登録時_都道府県,登録時_市町村名,市町村名確認年月日,地点位置詳細情報,地名変遷等,地名_備考_仮位置,測地系,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,住所地番情報_信頼度,地図等情報_信頼度,測定対象物,証言等,津波堆積物_層厚,津波堆積物_出典,文献記載_測定基準面,文献記載_測定基準_信頼度,地盤変位z,最大波,文献記載_痕跡高_下限,文献記載_痕跡高_上限,文献記載_史料記載値,文献記載_痕跡パターン,文献記載_高さ定義_信頼度,文献記載の痕跡高さ備考,tp_基準面補正方法,tp_痕跡高_下限,tp_痕跡高_上限,tp_痕跡パターン,測定方法,測定方法_その他,痕跡信頼度,判定理由,信頼度判定者,文献,雑誌,参照頁等,引用史料,原資料所在,文献信頼度,文献信頼度―備考,史料集名等,記載内容及び図表,原文備考,検潮所名
"0044","1854安政東海地震津波","1854 Ansei Tokai","221","伊勢湾における津波の特性","","309","熊野市","大泊","Odomari","おおどまり","三重県","熊野市","2014年現在","","","三重県熊野市大泊町","新測地系","33","54","1.192","136","6","57.409","○","△","","","","","","△","","","8.00","8.00","","浸水高","△","","","","","記載なし","その他","","Z","カタログ類であるため"Z"と判定（2014/02/28）","都司・松岡","伊勢湾における津波の特性","","p.28-29 表2 場所別津波の高さ（m）","","","","カタログであるため、ここでは信頼度を判定しない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","221","伊勢湾における津波の特性","","311","熊野市","新鹿","Atashika","あたしか","三重県","熊野市","2014年現在","※羽鳥1974と同じ位置に登録","","新鹿駅","新測地系","33","55","40.000","136","8","39.000","○","△","","","","","","△","","","10.00","10.00","","浸水高","△","","","","","記載なし","その他","羽鳥1974か？","Z","カタログ類であるため"Z"と判定（2014/02/28）","都司・松岡","伊勢湾における津波の特性","","p.28-29 表2 場所別津波の高さ（m）","","","","カタログであり、また羽鳥1974の津波高を引用していると考えられるため、ここでは信頼度を判定しない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","223","東海沖地震","The Tokai-oki Earthquake","313","室戸市","室戸岬","murotozaki","むろとみさき","高知県","室戸市","2008現在","","”murotomisaki”とも","高知県室戸市室戸岬","新測地系","33","14","38.900","134","10","32.600","○","△","","","","","","△","地盤隆起120","","0.00","0.00","","記載なし","△","","","0.00","0.00","記載なし","","","Z","文献がカタログ類のため”Z”と判定（2010/10/04）","都司・松岡","東海沖地震","「東海沖地震」に関する研究討論会，1-61","p.15 第1表　御前崎と室戸岬の土地隆起の比較　","","","","根拠とすべき古文書史料が上げられていない．（2011/2/18都司先生・松岡さん）文献信頼度判定表見直しにより△→空白に修正","","　　","「室戸岬　　１.２m（１８５４）」",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","223","東海沖地震","The Tokai-oki Earthquake","315","相良町","相良","sagara","さがら","静岡県","牧之原市","","","2005.10.11牧之原市","静岡県牧之原市相良","新測地系","34","41","9.607","138","12","20.790","○","△","","武者金吉「日本地震史料」など","","","","","地盤隆起100","","","","","記載なし","","","","","","記載なし","","","Z","痕跡値無しのため”Z”と判定(2010/11/12)","都司・松岡","東海沖地震","「東海沖地震」に関する研究討論会，1-61","p.18～19","（1）『相良史』（相良）・（2）『由比町誌』（由比）","","○","土地隆起については，『相良史』（相良）・『由比町誌』（由比）を参照のこと．（1）（2）ともに後に編纂されたものであり，○と判断される．","武者金吉「日本地震史料」など（『東海地方地震津波史料』１下p571，『新収日本地震史料』第五巻5-1p830）","「1854年の安政地震にともなった地殻変動としては、御前崎の土地の隆起が80 ～100m、傾斜が2.7～3.4m×10-5であることが同じく今村明恒によって報ぜられている。@@相良での土地の陸起がやはり1メートルほどであったことは、武者金吉「日本地震史料」などにも関係記事があるほか、筆者も現地を訪れ、いくつかの郷土史関係の文献があることをたしため、土地隆起の痕跡を残す萩間川の河岸を観察した。
由比あたりでも一時的ではあるが旅人が海岸廻りで往来できたほど土地隆起があった旨の記事のある郷土史を閲覧できた。@@浜名湖北端・渥美湾沿岸では土地の沈降があったらしいことは、「日本地震史料」あたりの津波の記事でも「壱里余潮入、池之如くなる」などの表現があって、単に津波が押しよせたというのではなく土地自体が沈降したのではないか、と思わせられる。」","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","223","東海沖地震","The Tokai-oki Earthquake","317","御前崎町","御前崎","Omaezaki","おまえざき","静岡県","御前崎市","","","2004.04.01御前崎市","静岡県御前崎市（御前崎ランド）","新測地系","34","36","2.000","138","13","57.000","○","△","","今村明恒氏報告","","","","","地盤隆起80～100","","","","","記載なし","","","","","","記載なし","","","Z","痕跡値無しのため”Z”と判定(2010/11/12)","都司・松岡","東海沖地震","「東海沖地震」に関する研究討論会，1-61","p.18～19","『万控帳』","徳財茂家文書（静岡県御前崎町下村）","◎","『新収日本地震史料』第五巻5-1p1045の『万控帳』に隆起を表している記述がある．","『新収日本地震史料』第五巻5-1p1045","「1854年の安政地震にともなった地殻変動としては、御前崎の土地の隆起が80 ～100m、傾斜が2.7～3.4m×10-5であることが同じく今村明恒によって報ぜられている。
相良での土地の陸起がやはり1メートルほどであったことは、武者金吉「日本地震史料」などにも関係記事があるほか、筆者も現地を訪れ、いくつかの郷土史関係の文献があることをたしため、土地隆起の痕跡を残す萩間川の河岸を観察した。
由比あたりでも一時的ではあるが旅人が海岸廻りで往来できたほど土地隆起があった旨の記事のある郷土史を閲覧できた。
浜名湖北端・渥美湾沿岸では土地の沈降があったらしいことは、「日本地震史料」あたりの津波の記事でも「壱里余潮入、池之如くなる」などの表現があって、単に津波が押しよせたというのではなく土地自体が沈降したのではないか、と思わせられる。」","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","323","清水市","江尻","ejiri","えじり","静岡県","静岡市","2008.8.31","羽鳥(1977)のFig.12の位置に移動","","","新測地系","35","1","37.574","138","29","28.800","○","○","海岸の田畑","史料","","","","△","","","","","","記載なし","△","浸水域「海岸田畑に津波浸入、海辺よりおよそ2丁ばかり浸入」","","","","記載なし","その他","水準点を元に推定","Z","羽鳥（1977）で詳細に論じている。(2010/11/5)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","ｐ153（ｐ17）","「静岡県地震報告　其二」","","○","この文献はID44-25の調査報告を紹介したものである．調査自体は地震後時間が経過した後のものであるので，○とする．","","「安政地震の際、当海湾に海嘯起りたるも、僅かに海岸田畑に浸入せしのみにして、海辺より凡２丁許を浸せしのみ」","史料は地震研究所に移管？",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","325","浜岡町","佐倉","sakura","さくら","静岡県","御前崎市","2008.8.31","海岸から300間（約550m）の位置に移動","","","新測地系","34","37","9.803","138","9","26.629","○","○","海岸","史料","","","","△","東西の川底が５尺ほどへこむ","","","","","記載なし","△","浸水域「海岸からおよそ１００間（１８０?）まで津波打上げる」","","","","記載なし","その他","水準点を元に推定","Z","羽鳥（1977）で再度扱っている。(2010/11/5)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","ｐ156（ｐ20）","「静岡県地震報告　其二」","","○","この文献はID44-25の調査報告を紹介したものである．調査自体は地震後時間が経過した後のものであるので，○とする．","","「当地方大地震ありしとき、西南の方より濤海岸に打上り、其形状浪斜に寄せたるを以て、打上ることさくなし。平常よりおよそ100間、其他海嘯あるたること口碑等にもなし。土地の変遷は著しきものなしといえども、本村東西の川底およそ5尺ほど凹。」","史料は地震研究所に移管？",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","327","熱海市","網代","ajiro","あじろ","静岡県","熱海市","2008.8.31","","","網代駅","新測地系","35","2","36.622","139","4","53.584","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","3.00","3.00","","浸水高","○","（推定値）","","3.00","3.00","浸水高","その他","水準点を元に推定","Z","複数の地点を総括してFig.5に表したもの。(2010/11/5)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24）Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”○Estimated”とある地点）","網代村誌","","○","近代以降に編纂された自治体史であり、それが参照している史料が不明であるため、ここでは自治体史に対して信頼度を付している。","『日本地震史料』（1951）p233","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","329","下田市","下田","shimoda","しもだ","静岡県","下田市","2008.8.31","","","静岡県下田市","新測地系","34","40","49.159","138","56","38.004","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","4.50","6.70","","浸水高","○","Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","4.50","6.70","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”●observed”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","331","南伊豆町","湊","minato","みなと","静岡県","南伊豆町","2008.8.31","","","湊医院付近","新測地系","34","38","16.000","138","53","38.000","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","5.00","5.00","","浸水高","○","（推定値）Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","5.00","5.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”○Estimated”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","333","南伊豆町","中木","nakagi","なかぎ","静岡県","南伊豆町","2008.8.31","","","静岡県　中木","新測地系","34","37","15.334","138","49","19.693","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","5.00","5.00","","浸水高","○","（推定値）Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","5.00","5.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”○Estimated”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","335","南伊豆町","子浦","koura","こうら","静岡県","南伊豆町","2008.8.31","","","三浜小学校","新測地系","34","40","18.000","138","47","5.000","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","5.00","6.00","","浸水高","○","Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","5.00","6.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”●observed”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","337","西伊豆町","仁科","nishina","にしな","静岡県","西伊豆町","2008.8.31","正円","","","新測地系","34","46","20.000","138","46","48.000","○","○","海岸","史料","","","","△","認められず","","","","","記載なし","","浸水域500m","","","","記載なし","その他","水準点を元に推定","Z","羽鳥（1977）で詳細に論じている。(2010/11/5)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","ｐ151（ｐ15）","「静岡県地震報告　其二」","","○","この文献はID44-25の調査報告を紹介したものである．調査自体は地震後時間が経過した後のものであるので，○とする．","","「安政津波は１０時頃の地震に次いで津波来り、波頭は正円（海岸から５００?の地域）に達す」「50年以来海底及び海岸に高低を生したるを聞かず」","史料は地震研究所に移管？",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","339","西伊豆町","田子","tako","たこ","静岡県","西伊豆町","2008.8.31","","","田子郵便局","新測地系","34","48","14.000","138","45","47.000","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","5.00","6.00","","浸水高","○","（推定値）Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","5.00","6.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”○Estimated”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","341","西伊豆町","安良里","arari","あらり","静岡県","西伊豆町","2008.8.31","","","西伊豆町中央公民館賀茂図書室付近","新測地系","34","49","39.000","138","46","3.000","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","5.00","5.00","","浸水高","○","（推定値）Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","5.00","5.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”○Estimated”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","343","松崎町","松崎","matsuzaki","まつざき","静岡県","松崎町","2008.8.31","","","松崎町役場","新測地系","34","45","10.000","138","46","45.000","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","3.50","3.50","","浸水高","○","Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","3.50","3.50","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”●observed”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","345","西伊豆町","宇久須","ugusu","うぐす","静岡県","西伊豆町","2008.8.31","","","宇久須郵便局","新測地系","34","50","54.000","138","46","29.000","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","5.00","5.00","","浸水高","○","（推定値）Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","5.00","5.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”○Estimated”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","347","伊豆市","土肥","toi","とい","静岡県","伊豆市","2008.8.31","","","静岡県　土肥","新測地系","34","54","40.635","138","47","38.330","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","4.00","5.00","","浸水高","○","Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","4.00","5.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”●observed”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","230","安政地震(1854年12月23日)における東海地方の津波・地殻変動の記録 : 明治25年静岡県下26ヵ町村役場の地震報告から","Documents of Tsunami and Crustal Deformation in Tokai District associated with the Ansei Earthquake of Dec. 23, 1854.","349","沼津市","戸田","heda","へだ","静岡県","沼津市","2008.8.31","","","静岡県　戸田","新測地系","34","58","13.045","138","46","41.814","○","○","","史料","","","現在の水準点を元に推定のためTP?","○","","","4.00","5.00","","浸水高","○","（推定値）Fig.5は各地の浸水記録から、いまの水準点を基準に津波の高さを推定、また今村（1935）、福富（1936）らの調査結果を加えて津波の波高分布を図示したもの。のちに筆者（羽鳥,1977）が詳細に記載したものが文献ID44-04。","","4.00","5.00","浸水高","その他","水準点を元に推定","Z","羽鳥1977（文献ID44-4）で再測量または再考されており、そちらを参照すべきで、こちらは参考情報として"Z"と判定(2012/06/20)","都司・松岡","安政地震（1854年12月23日）における東海地方の津波・地殻変動の記録―明治25年静岡県下26ヵ町村役場の地震報告から―","地震研究所彙報，51，13-28","p159(ｐ23）～ｐ160（ｐ24） Fig.5 Distribution of the inundation heights(unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23,1854.(”○Estimated”とある地点）","","","","羽鳥（1977）で詳細に論じており、そちらを参照すべきと判断する。よってここでは信頼度を判定しない。","","Fig5.“Distribution of the inundation heights (unit:m) along the Shizuoka coast for the Ansei tsunami on Dec.23.1854”                          　　　　　　　　　　　　　","「静岡県地震報告書　其二」、今村明恒「安政および宝永年度の南海道地震津波に関する史料」（地震７、1935）、福富孝治「伊豆下田における過去地震津波の高さ」（地震研究所彙報１４，1936）などからFig5作成",""
