津波id,津波名,津波名(英語),文献id,文献名,文献名(英語),痕跡id,文献時代_市町村名,文献記載_地名,文献記載_かな,ひらがな・カナ,登録時_都道府県,登録時_市町村名,市町村名確認年月日,地点位置詳細情報,地名変遷等,地名_備考_仮位置,測地系,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,住所地番情報_信頼度,地図等情報_信頼度,測定対象物,証言等,津波堆積物_層厚,津波堆積物_出典,文献記載_測定基準面,文献記載_測定基準_信頼度,地盤変位z,最大波,文献記載_痕跡高_下限,文献記載_痕跡高_上限,文献記載_史料記載値,文献記載_痕跡パターン,文献記載_高さ定義_信頼度,文献記載の痕跡高さ備考,tp_基準面補正方法,tp_痕跡高_下限,tp_痕跡高_上限,tp_痕跡パターン,測定方法,測定方法_その他,痕跡信頼度,判定理由,信頼度判定者,文献,雑誌,参照頁等,引用史料,原資料所在,文献信頼度,文献信頼度―備考,史料集名等,記載内容及び図表,原文備考,検潮所名
"0045","1854安政南海地震津波","1854 Ansei Nankai","216","東海・南海道沖における大津波の波源：1944年東南海,1946年南海道津波波源の再検討と宝永・安政大津波の規模と波源域の推定","Sources of Large Tsunamis in Southwest Japan","185","","湯浅","yuasa","ゆあさ","和歌山県","湯浅町","2008.8.31","","","和歌山県湯浅町広川河口部","新測地系","34","1","51.900","135","10","14.900","○","○","","","","","現在の水準点の高さを考慮に入れ、1944年、1946年津波と比較して津波の高さを推定","△","","","7.50","7.50","","浸水高","◎","","","0.00","0.00","記載なし","","","Z","文献信頼度判定（文献信頼度備考欄参照）に準じて痕跡も"Z"と判定（2010/12/14）","都司・松岡","東海・南海沖における大津波の波源―1944年東南海、1946年南海道津波波源の再検討と宝永・安政大津波の規模と波源域の推定","地震，第2輯，27，10-24","ｐ12（ｐ236）Table１. Inundation heights of large tsunamis.","","","","この論文は羽鳥の別論文を基にしており，そちらの信頼度評価をみるべきで，ここでは信頼度判定はしない．","","","大日本地震史料（文部省震災予防評議会、1943）及び日本地震史料（武者金吉、1951、毎日新聞社）を参考に作成",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","216","東海・南海道沖における大津波の波源：1944年東南海,1946年南海道津波波源の再検討と宝永・安政大津波の規模と波源域の推定","Sources of Large Tsunamis in Southwest Japan","187","","田辺","tanabe","たなべ","和歌山県","田辺市","2008.8.31","","","和歌山県田辺市会津川河口部","新測地系","33","43","47.000","135","22","21.300","○","○","","","","","現在の水準点の高さを考慮に入れ、1944年、1946年津波と比較して津波の高さを推定","△","","","3.60","3.60","","浸水高","◎","","","0.00","0.00","記載なし","","","Z","文献信頼度判定（文献信頼度備考欄参照）に準じて痕跡も"Z"と判定（2010/12/14）","都司・松岡","東海・南海沖における大津波の波源―1944年東南海、1946年南海道津波波源の再検討と宝永・安政大津波の規模と波源域の推定","地震，第2輯，27，10-24","ｐ12（ｐ236）Table１. Inundation heights of large tsunamis.","","","","この論文は羽鳥の別論文を基にしており，そちらの信頼度評価をみるべきで，ここでは信頼度判定はしない．","","","大日本地震史料（文部省震災予防評議会、1943）及び日本地震史料（武者金吉、1951、毎日新聞社）を参考に作成",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","241","黒江・岩手屋平兵衛の「高濤記」","The Takanami Records by Iwateya Heibei in Kuroe","259","海南市","黒江","kuroe","くろえ","和歌山県","海南市","2008現在","","","和歌山県海南市　黒江小学校","新測地系","34","9","35.000","135","12","3.000","○","△","床上3尺5寸潮漬かる","史料","","","床上","△","","","1.10","1.10","3尺5寸","浸水深","△","","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず”黒江小学校”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","黒江・岩手屋平兵衛の「高涛記」","海南市・市史編さん室，海南市史研究，（3），33-37","p.35","","","◎","『新収日本地震史料』第五巻5-1p1635に同様の記載有り．文献自体が史料である．","","","「翌五日昼七ツ半時比大地震と成り，所々地面震り割り候所も有之，海山一同に震動沖鳴出し，暮六つ時比より大津浪上り来り，四五度も干満有之，中にも三度目の高潮猛勢にて，当家者床カ之上より三尺五寸余潮漬りニ相成り」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","313","美波町","由岐","yuki","ゆき","徳島県","美波町","2008.8.25","","","東由岐浦修堤碑","新測地系","33","46","25.000","134","35","40.000","○","○","由岐の集落流失","史料、記念碑","","","","△","","","5.00","6.00","","浸水高","△","p442　西由岐浦においては199戸（全205戸）流失、　
 東由岐浦修堤碑の碑文にある堤防破壊について、現在この堤防前面の海岸は埋め立てられ、街並みが伸びている。
これらの記録から由岐の集落は安政津波によって流され、その波高は5～6ｍ程度に達したとみなせよう、とある","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず，”東由岐浦修堤碑”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ310（ｐ442）","①日本地震史料、②東由岐の公民館敷地内の「東由岐浦修堤碑」","","◎","但し、②石碑についての判定。①については信頼度判定をしていない。","①p371、文部省震災予防評議会、1943年、武者金吉、1951年","①西由岐浦で総戸数205戸のうち１９９戸流失、16人水死者あり。②「（5日の大地震により人々は山頂に避難した）、時に海嘯襲来、長円寺下に到る。堤防破壊、流失家屋百数十戸、村内僅かに十余戸存するのみ、死傷夥しく悲惨なり」@@②は入力者の書き下し。（　）内も入力者の補足。","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","315","東洋町","甲浦","kannoura","かんのうら","高知県","東洋町","2008.8.25","万福寺","","東洋町熊野神社","新測地系","33","32","51.000","134","18","3.000","○","○","人家流失３０、流船６０","史料","","","1946年の津波、町内に浸水（白浜の水準点2.9ｍ）","△","","","4.00","5.00","","浸水高","△","1946年は死者6人、浸水家屋700、倒壊15、船舶の流失26、津波の高さは3.～3.9ｍ、白浜では2.1～2.3ｍ。1946年津波の場合と似ていることから推定。","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず，万福寺（浸水した記録なし）は標高が高いため”熊野神社”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ301（ｐ433）","万福寺過去帳","","◎","過去帳であるので、◎である。","","","「1946年津波（津波の高さ3.4～3.9ｍ）と被害状況が似ていることから津波の高さは4～5ｍとみなせよう」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","317","香南市","岸本","kishimoto","きしもと","高知県","香南市","2008.8.25","赤岡、古川堤、夜須堤、王子須留田、平井大竜寺","","香南市飛鳥神社（Fig.11安政碑）","新測地系","33","32","28.000","133","43","52.000","○","○","岸本町内に津波が溢れたこと","津波碑","","","岸本の町外れにある水準点４．９ｍ","◎","","","5.00","5.00","","浸水高","△","","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず”飛鳥神社 ”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ299（ｐ431）","飛鳥神社境内の安政津波碑の碑文","","◎","但し、石碑についての判定。","","「（津波は）当町は徳善町より北の田、赤岡西浜、並びに松の本吉原は庄屋の門までに及び、又川尻の赤岡神輿休のほとりまでに至り、古川堤、夜須堤も押し切られて夜須の町家など過半流失、かくて人々は老をたすけ、幼をたずさえ、泣き叫びつつ王子須留田、また平井大竜寺の山へもひげ登りて、命助かりぬ。」（　）は担当者の補足、また書きあらためた箇所あり。","「岸本の町外れにある水準点４．９ｍである。安政津波が町内に溢れたことから津波の高さは5ｍ程度とみなせよう」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","319","土佐市","宇佐","usa","うさ","高知県","土佐市","2008.8.25","宇佐村内、福島、萩谷","","萩谷安政津波碑","新測地系","33","27","20.000","133","26","17.000","○","○","萩谷の安政津波碑（浸水面より約1m高いところに建立）","史料","","","安政記念碑の地盤高は平均海水面上９．２m","◎","","第2波","7.00","8.00","","浸水高","△","","","0.00","0.00","記載なし","","","B","到達地点として”萩谷安政津波碑 ”を位置設定とし”B”と判定（2010/12/14）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ296（ｐ428）～ｐ297（ｐ429）","南海大震災誌","","◎","但し、石碑についての判定。","高知県、1949年","","ｐ297（ｐ429）「（碑文では）須崎の碑文と対照的に津波の来襲時間が早く、衣食の準備ができるほど余裕のないことを戒めている。」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","321","海南町","鞆浦","tomoura","ともうら","徳島県","海陽町","2008.8.25","多善寺","","多善寺付近","新測地系","33","35","30.000","134","21","30.000","○","○","家屋の流失なし（集落がやや高台にあり）","史料・記念碑","","","","△","","","3.00","3.00","一丈二尺","浸水高","△","記念碑の碑文に「多善寺の門前」まで潮が来た記述があり、それを基に推定された高さである。","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず，”多善寺”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ303（ｐ435）～ｐ305（ｐ437）","①日本地震史料、②鞆浦海嘯記（記念碑、日本地震史料に未収録）","","◎","但し、②石碑についての判定。①については信頼度を判定していない。","①文部省震災予防評議会、1943年、武者金吉、1951年②『新収日本地震史料5－2』p1888","②「(嘉永七年甲寅の十一月五日）申の刻の頃、大にゆれだし、西山の方に当りて鳴音大砲声雷響の混するが如く魂消けるばかりなるに、海面もいとふくれきし高潮渤（勃）然と沸き騰り、向かひの山をこえ、満込来るにぞ、すは海溢ぞとあわてふためき、とる物もとりあえず最寄の山々へ逃げのぼるに、潮勢鋭く○漲して、他方は多善寺の門前、川筋は脇の宮へ来たる。（中略）この海溢に大荒の所々は二三丈も潮あがりて、命うしないし者もおおかるに、許の浦にて壱丈二尺ばかりなれば、屋舎もさまでいたまず、人はひとりの怪我だになきこそ誠に有難きさちなりけれ」@@（　）は担当者の補足、嘉永七年は安政元年、○は原文の欠字。","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","323","美波町","志和岐","shiwaki","しわき","徳島県","美波町","2008.8.25","震災碑","","志和岐簡易局","新測地系","33","46","48.000","134","36","30.000","○","○","","津波碑","","","","△","","","5.00","6.00","","浸水高","△","1946年津波をやや上回ったか","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず，”志和岐簡易局”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ310（ｐ442）～ｐ311（ｐ443）","小学校正門前の安政津波碑","","◎","但し、石碑についての判定。","『日本地震史料』（1951）p371","「（五日の地震により）忽ち津波押来り、船網納屋残らず沖中へ流れ失、浦人漸く寺又山などへ遁登り、夫々無難一命助かりし事、全く氏神諸仏の御加護也」@@入力者の書き下し。（　）内も入力者の補足。１１月４日にも津波があり浦の人々が避難したことも記述。","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","325","牟岐町","牟岐","mugi","むぎ","徳島県","牟岐町","2008.8.25","","","牟岐小学校付近（正門に「大震潮記念」の安政津波碑あり）","新測地系","33","40","4.000","134","25","13.000","○","○","家屋の流失、津波は山々の麓へ流れ込む","史料、津波碑","","","1946年津波（4．1～4．5mを上回った可能性高い）","△","","","5.00","6.00","三丈余（津波の先端は五、六丈）","浸水高","△","","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず，”牟岐小学校”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ306（ｐ438）～ｐ308（ｐ440）","津田屋嘉右衛門の手記「地震津浪記」","","◎","『日本地震史料』所収には省略があるので、『新収日本地震史料5－2』p1863のものを参照すべき。","『日本地震史料』p373、文部省震災予防評議会、1943年、武者金吉、1951年","「（安政津波による流失家屋520軒）、残るは漸く土蔵四、五軒のみ、凡汐の高さ三丈余、又山々の麓へ指込みし汐先は、五六丈とも見えたり」とある。また１１月４日の東海沖津波が牟岐では全振幅２㍍程度で目撃され、その日は山へ避難、５日になって家に人々が戻った矢先に南海道津波発生。ただし牟岐小学校正門横の「大震潮記念」と題した安政津波碑には、津波が３回襲来、家屋流失６４０戸、溺死者３９名とある。@@「地震津浪記」は日本地震史料に引用。またその全文は、猪井達雄「地震津波嘉永録」（1977、郷土研究発表会紀要２３、徳島県立図書館）に掲載。（　）は入力者の補足。また１１月４日の記述は入力者の要約。","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","335","高知市","十津","tozu","とおづ","高知県","高知市","2008.8.25","十津中山、五台山下、種崎","","高知市十津　十市川河口部（津波地蔵付近）","新測地系","33","31","17.000","133","34","22.000","○","○","","史料","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ299（ｐ431）","南海大震災誌","","△","但し、石碑についての判定。","高知県、1949年","十津中山、五台山下に多数の水死体が流れ着き、中山の鼻に供養塔が建てられた。","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","337","美波町","木岐","kiki","きき","徳島県","美波町","2008.8.25","白浜、王子神社","","南白浜の移宮後の王子神社","新測地系","33","45","36.000","134","34","10.000","○","○","王子神社流失し翌年８月遷宮","石灯籠","","","","△","","","","","","記載なし","△","p441「（王子神社境内の石灯篭の碑文より）恐らく、6～7ｍの津波が砂浜をかけ上がったのだろう。」とある
","","","","記載なし","","","Z","四丈は津波の浸水距離であり津波高は不明であるため”Z”と判定（2010/12/14）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ309（ｐ441）","王子神社境内の石灯籠の碑文（白浜石灯籠刻文）","","◎","但し、石碑についての判定。","『日本地震史料』（1951）p371","「（５日の地震により）半時之内、大汐三度込入、軒家流失凡四丈余上り、当宮流失」@@（　）は入力者の補足。","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","341","高知市","浦戸","urado","うらど","高知県","高知市","2008.8.25","桂浜、越戸","","高知市浦戸大橋橋脚下稲荷神社","新測地系","33","29","55.000","133","34","4.000","○","○","越戸の人家に床上浸水","史料","","","浦戸大橋の橋脚下稲荷神社の安政津波碑付近の水準点２．６ｍ（1946年地震で70㎝地盤沈降）","◎","","","5.00","5.00","人家上より5尺","浸水高","△","","","0.00","0.00","記載なし","","","B","到達地点として”稲荷神社”を位置設定とし”B”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ297（ｐ429）～ｐ298（ｐ430）","浦戸港沿岸震浪記","","○","但し、石碑についての判定。","『日本地震史料』p408、文部省震災予防評議会、1943年、武者金吉、1951年","仁井田浜からの反射波で桂浜の90戸流亡、浦戸の越戸にも波がかけ上がり、「人家座上より五尺上る」とある。","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","254","高知・徳島における慶長・宝永・安政南海道津波の記念碑 : 1946年南海道津波の挙動との比較","Monuments of the Nankaido Tsunamis of 1605, 1707 and 1854 in the Shikoku District : Behavior of Historical Tsunamis and their Comparison with the 1946 Nankaido Tsunami.","343","海洋町","浅川","asakawa","あさかわ","徳島県","海陽町","2008.8.25","御崎神社と並びの３寺、観音堂の登り口","","観音堂位入口","新測地系","33","37","38.000","134","21","37.000","○","○","町の北側、観音堂のある山の登り口の「津波襲来地点」","史料、石杭","","","1946年津波(4.2～4.9ｍ）の石杭の高さから安政津波のもの迄ハンドレベルで測定2.3ｍ","○","","","7.00","7.00","","浸水高","△","","","0.00","0.00","記載なし","ハンドレベル","","B","到達地点として，”観音堂入口”を位置設定とし”B”と判定（2010/10/12）","都司・松岡","高知・徳島における慶長・宝永・安政南海道津波の記念碑―１９４６年南海道津波の挙動との比較","地震研究所彙報，53，423-445","ｐ305（ｐ437）","安政地震の碑","","◎","但し、石碑についての判定。","『新収日本地震史料5－2』p1886","当時260戸の家がすべて流れ、町の奥、御崎神社並びの３寺にも潮が入り大破した。「往来背もたたずほどの潮押入る」","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","262","東海地方地震津波史料　I・下巻","Collection of Material for the history of Earthquakes and Tsunamis in the Tokai District(Vol 1-B).","353","舞阪町","舞坂宿","Maisaka syuku","まいさかしゅく","静岡県","浜松市","2009現在","浜松市舞阪。舞阪宿の中に移動。","","","新測地系","34","40","59.511","137","36","39.163","○","△","","舞坂宿町半分流れる","","","","","","","","","津波で流れる","記載なし","△","","","","","","古文書","","Z","痕跡高さの記録ではない(2010/10/06)","都司・松岡","東海地方地震津波史料（下巻）","国立防災科学技術センター","p.745（上段16～下段1行目）","安政元甲寅歳十一月四日　大地震記録","","◎","引用史料を確認した結果、被災当時書かれたものであろうと判断された．よって文献信頼度を△から◎へ修正した．","雄踏町誌　資料編　九","","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","262","東海地方地震津波史料　I・下巻","Collection of Material for the history of Earthquakes and Tsunamis in the Tokai District(Vol 1-B).","355","新居町","荒井御関所","Arai Osekisyo","あらいおせきしょ","静岡県","新居町","2009現在","新居町関所跡に移動","","","新測地系","34","41","40.000","137","33","40.000","◎","△","","荒井御関所、津波で流れる","","","","","","","","","海中へ流れ","記載なし","△","","","","","","古文書","","Z","痕跡高さの記録ではない(2010/10/06)","都司・松岡","東海地方地震津波史料（下巻）","国立防災科学技術センター","p.648（上段1～2行目）","松下良伯の手記（静岡県小笠原郡新野村）","","◎","当時書かれた史料なので、◎である。","浜岡町史・小笠町史・浜岡災害記録など","","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","262","東海地方地震津波史料　I・下巻","Collection of Material for the history of Earthquakes and Tsunamis in the Tokai District(Vol 1-B).","361","舞阪町","舞坂宿","Maisaka syuku","まいさかしゅく","静岡県","浜松市","2009現在","浜松市舞阪。舞阪宿の中に移動。","","","新測地系","34","40","59.511","137","36","39.163","○","△","","舞坂宿町半分流れる","","","","","","","","","津波潰家多し","記載なし","△","","","","","","古文書","","Z","痕跡高さの記録ではない(2010/10/06)","都司・松岡","東海地方地震津波史料（下巻）","国立防災科学技術センター","p.648（上段1～2行目）","松下良伯の手記（静岡県小笠原郡新野村）","","◎","当時書かれた史料なので、◎である。","浜岡町史・小笠町史・浜岡災害記録など","","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","262","東海地方地震津波史料　I・下巻","Collection of Material for the history of Earthquakes and Tsunamis in the Tokai District(Vol 1-B).","363","新居町","荒井御関所","Arai Osekisyo","あらいおせきしょ","静岡県","新居町","2009現在","新居町関所跡に移動","","","新測地系","34","41","40.000","137","33","40.000","◎","△","","荒井御関所、津波で流れる","","","","","","","","","津波で流れる","記載なし","△","","","","","","古文書","","Z","痕跡高さの記録ではない(2010/10/06)","都司・松岡","東海地方地震津波史料（下巻）","国立防災科学技術センター","p.745（上段16～下段1行目）","安政元甲寅歳十一月四日　大地震記録","","◎","引用史料を確認した結果，被災当時の記録であろうと判断されたため，文献信頼度を△から◎へ修正した．","雄踏町誌　資料編　九","","",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","266","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","Earthquake Damage and Distribution of Seismic Intensity in the Earthquakes in 1498, 1586, 1707, and 1854","373","串本町","串本","kushimoto","くしもと","和歌山県","串本町","2008現在","","","和歌山県串本町串本","新測地系","33","28","7.734","135","46","51.085","○","△","","","","","","△","地盤隆起120","","0.00","0.00","","記載なし","△","","","0.00","0.00","記載なし","","","Z","カタログ類であり、かつ値の記載と参考文献の詳細が無いため”Z”と判定（2012/06/28）","都司・松岡","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","愛知県防災会議地震部会，1～109","p.18","","","","文献根拠不明．参考文献表にも相応すると見られる文献名は記載されていない．","","","「波高は高知県久礼で16.1m、種崎で11m、室戸で3.3m徳島県宍喰5～6mとなった。室戸・紀伊半島は南上がりの傾動を示し、室戸・串本で1.2m隆起、三重県甲浦・加太で約1m沈下浸水した。」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","266","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","Earthquake Damage and Distribution of Seismic Intensity in the Earthquakes in 1498, 1586, 1707, and 1854","375","高知市","種崎","tanezaki","たねざき","高知県","高知市","2008現在","","","高知県高知市種崎","新測地系","33","30","11.099","133","33","49.871","○","△","","","","","","△","","","11.00","11.00","","浸水高","○","","","0.00","0.00","記載なし","","","Z","文献がカタログ類のため”Z”と判定（2010/10/04）","都司・松岡","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","愛知県防災会議地震部会，1～109","p.18","","","○","今村論文に基づくが，より高信頼度の他史料によれば津波高は2ｍ以下であると推定されるため，Ｃ１とする．","「土佐における宝永・安政両度津波の高さ」（今村明恒）ｐ37","","「波高は高知県久礼で16.1m、種崎で11m、室戸で3.3m徳島県宍喰5～6mとなった。室戸・紀伊半島は南上がりの傾動を示し、室戸・串本で1.2m隆起、三重県甲浦・加太で約1m沈下浸水した。」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","266","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","Earthquake Damage and Distribution of Seismic Intensity in the Earthquakes in 1498, 1586, 1707, and 1854","377","土佐町","久礼","kure","くれ","高知県","中土佐町","2008現在","元文献（文献ID9）の地点調査を待つ","","高知県高岡郡中土佐町久礼（土佐久礼駅）","新測地系","33","19","44.501","133","13","35.339","○","△","","","","","","△","","","16.10","16.10","","浸水高","○","","","0.00","0.00","記載なし","","","Z","カタログ類であり，かつ引用元文献の測定根拠があいまいのため”Z”と判定（2012/06/28）","都司・松岡","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","愛知県防災会議地震部会，1～109","p.18","","","○","引用元である今村論文では津波高を実測しているが，計ったものが不明である．","「土佐における宝永・安政両度津波の高さ」（今村明恒）ｐ37","","「波高は高知県久礼で16.1m、種崎で11m、室戸で3.3m徳島県宍喰5～6mとなった。室戸・紀伊半島は南上がりの傾動を示し、室戸・串本で1.2m隆起、三重県甲浦・加太で約1m沈下浸水した。」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","266","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","Earthquake Damage and Distribution of Seismic Intensity in the Earthquakes in 1498, 1586, 1707, and 1854","379","室戸市","室戸","muroto","むろと","高知県","室戸市","2008現在","室津","","高知県室戸市室津","新測地系","33","17","13.446","134","8","43.145","○","△","","","","","","△","地盤隆起120","","3.30","3.30","","浸水高","○","","","0.00","0.00","記載なし","","","Z","カタログ類であり、かつ参考文献の詳細が無いため”Z”と判定（2012/06/28）","都司・松岡","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","愛知県防災会議地震部会，1～109","p.18","","","","文献根拠不明．参考文献表にも相応すると見られる文献名は記載されていない．","","","「波高は高知県久礼で16.1m、種崎で11m、室戸で3.3m徳島県宍喰5～6mとなった。室戸・紀伊半島は南上がりの傾動を示し、室戸・串本で1.2m隆起、三重県甲浦・加太で約1m沈下浸水した。」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","266","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","Earthquake Damage and Distribution of Seismic Intensity in the Earthquakes in 1498, 1586, 1707, and 1854","381","宍喰町","宍喰","shishikui","ししくい","徳島県","海陽町","2010年現在","宍喰浦（宍喰大橋に移動）","2006.3.31海陽町","徳島県海陽町宍喰浦","新測地系","33","33","43.000","134","18","30.000","○","△","","","","","","△","","","5.00","6.00","","浸水高","○","","","0.00","0.00","記載なし","","","Z","カタログ類であり、かつ参考文献の詳細が無いため”Z”と判定（2012/06/28）","都司・松岡","明応地震・天正地震・宝永地震・安政地震の震害と震度分布","愛知県防災会議地震部会，1～109","p.18","","","","文献根拠不明．参考文献表にも相応すると見られる文献名は記載されていない．","","","「波高は高知県久礼で16.1m、種崎で11m、室戸で3.3m徳島県宍喰5～6mとなった。室戸・紀伊半島は南上がりの傾動を示し、室戸・串本で1.2m隆起、三重県甲浦・加太で約1m沈下浸水した。」",""
